Name,Server,EDBFilePath,LogFolderPath,DeletedItemRetention,GC,OAB,RetainDeletedItemsUntilBackup,IndexEnabled,CircularLoggingEnabled,ProhibitSendReceiveQuota,ProhibitSendQuota,IssueWarningQuota,AllowFileRestore,BackgroundDatabaseMaintenance,IsExcludedFromProvisioning,IsSuspendedFromProvisioning,MailboxRetention,MountAtStartup,EventHistoryRetentionPeriod,AutoDagExcludeFromMonitoring,CalendarLoggingQuota,IsExcludedFromInitialProvisioning,DataMoveReplicationConstraint,RecoverableItemsQuota,RecoverableItemsWarningQuota
"DAG1-DB053","msx-tp05","C:\ExchangeDatabases\DAG1-DB053\DAG1-DB053.db\DAG1-DB053.edb","C:\ExchangeDatabases\DAG1-DB053\DAG1-DB053.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB054","msx-tp06","C:\ExchangeDatabases\DAG1-DB054\DAG1-DB054.db\DAG1-DB054.edb","C:\ExchangeDatabases\DAG1-DB054\DAG1-DB054.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB055","msx-mh01","C:\ExchangeDatabases\DAG1-DB055\DAG1-DB055.db\DAG1-DB055.edb","C:\ExchangeDatabases\DAG1-DB055\DAG1-DB055.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB056","msx-mh02","C:\ExchangeDatabases\DAG1-DB056\DAG1-DB056.db\DAG1-DB056.edb","C:\ExchangeDatabases\DAG1-DB056\DAG1-DB056.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB057","msx-mh03","C:\ExchangeDatabases\DAG1-DB057\DAG1-DB057.db\DAG1-DB057.edb","C:\ExchangeDatabases\DAG1-DB057\DAG1-DB057.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB058","msx-mh04","C:\ExchangeDatabases\DAG1-DB058\DAG1-DB058.db\DAG1-DB058.edb","C:\ExchangeDatabases\DAG1-DB058\DAG1-DB058.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB059","msx-mh05","C:\ExchangeDatabases\DAG1-DB059\DAG1-DB059.db\DAG1-DB059.edb","C:\ExchangeDatabases\DAG1-DB059\DAG1-DB059.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB060","msx-mh06","C:\ExchangeDatabases\DAG1-DB060\DAG1-DB060.db\DAG1-DB060.edb","C:\ExchangeDatabases\DAG1-DB060\DAG1-DB060.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB061","msx-tp01","C:\ExchangeDatabases\DAG1-DB061\DAG1-DB061.db\DAG1-DB061.edb","C:\ExchangeDatabases\DAG1-DB061\DAG1-DB061.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB062","msx-tp02","C:\ExchangeDatabases\DAG1-DB062\DAG1-DB062.db\DAG1-DB062.edb","C:\ExchangeDatabases\DAG1-DB062\DAG1-DB062.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB063","msx-tp03","C:\ExchangeDatabases\DAG1-DB063\DAG1-DB063.db\DAG1-DB063.edb","C:\ExchangeDatabases\DAG1-DB063\DAG1-DB063.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB064","msx-tp04","C:\ExchangeDatabases\DAG1-DB064\DAG1-DB064.db\DAG1-DB064.edb","C:\ExchangeDatabases\DAG1-DB064\DAG1-DB064.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB065","msx-tp05","C:\ExchangeDatabases\DAG1-DB065\DAG1-DB065.db\DAG1-DB065.edb","C:\ExchangeDatabases\DAG1-DB065\DAG1-DB065.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB066","msx-tp06","C:\ExchangeDatabases\DAG1-DB066\DAG1-DB066.db\DAG1-DB066.edb","C:\ExchangeDatabases\DAG1-DB066\DAG1-DB066.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB067","msx-mh01","C:\ExchangeDatabases\DAG1-DB067\DAG1-DB067.db\DAG1-DB067.edb","C:\ExchangeDatabases\DAG1-DB067\DAG1-DB067.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB068","msx-mh02","C:\ExchangeDatabases\DAG1-DB068\DAG1-DB068.db\DAG1-DB068.edb","C:\ExchangeDatabases\DAG1-DB068\DAG1-DB068.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB069","msx-mh03","C:\ExchangeDatabases\DAG1-DB069\DAG1-DB069.db\DAG1-DB069.edb","C:\ExchangeDatabases\DAG1-DB069\DAG1-DB069.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB070","msx-mh04","C:\ExchangeDatabases\DAG1-DB070\DAG1-DB070.db\DAG1-DB070.edb","C:\ExchangeDatabases\DAG1-DB070\DAG1-DB070.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB071","msx-mh05","C:\ExchangeDatabases\DAG1-DB071\DAG1-DB071.db\DAG1-DB071.edb","C:\ExchangeDatabases\DAG1-DB071\DAG1-DB071.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB072","msx-mh06","C:\ExchangeDatabases\DAG1-DB072\DAG1-DB072.db\DAG1-DB072.edb","C:\ExchangeDatabases\DAG1-DB072\DAG1-DB072.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB073","msx-tp01","C:\ExchangeDatabases\DAG1-DB073\DAG1-DB073.db\DAG1-DB073.edb","C:\ExchangeDatabases\DAG1-DB073\DAG1-DB073.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB074","msx-tp02","C:\ExchangeDatabases\DAG1-DB074\DAG1-DB074.db\DAG1-DB074.edb","C:\ExchangeDatabases\DAG1-DB074\DAG1-DB074.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB075","msx-tp03","C:\ExchangeDatabases\DAG1-DB075\DAG1-DB075.db\DAG1-DB075.edb","C:\ExchangeDatabases\DAG1-DB075\DAG1-DB075.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB076","msx-tp04","C:\ExchangeDatabases\DAG1-DB076\DAG1-DB076.db\DAG1-DB076.edb","C:\ExchangeDatabases\DAG1-DB076\DAG1-DB076.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB077","msx-tp05","C:\ExchangeDatabases\DAG1-DB077\DAG1-DB077.db\DAG1-DB077.edb","C:\ExchangeDatabases\DAG1-DB077\DAG1-DB077.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB078","msx-tp06","C:\ExchangeDatabases\DAG1-DB078\DAG1-DB078.db\DAG1-DB078.edb","C:\ExchangeDatabases\DAG1-DB078\DAG1-DB078.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB079","msx-mh01","C:\ExchangeDatabases\DAG1-DB079\DAG1-DB079.db\DAG1-DB079.edb","C:\ExchangeDatabases\DAG1-DB079\DAG1-DB079.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB080","msx-mh02","C:\ExchangeDatabases\DAG1-DB080\DAG1-DB080.db\DAG1-DB080.edb","C:\ExchangeDatabases\DAG1-DB080\DAG1-DB080.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB081","msx-mh03","C:\ExchangeDatabases\DAG1-DB081\DAG1-DB081.db\DAG1-DB081.edb","C:\ExchangeDatabases\DAG1-DB081\DAG1-DB081.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB082","msx-mh04","C:\ExchangeDatabases\DAG1-DB082\DAG1-DB082.db\DAG1-DB082.edb","C:\ExchangeDatabases\DAG1-DB082\DAG1-DB082.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB083","msx-mh05","C:\ExchangeDatabases\DAG1-DB083\DAG1-DB083.db\DAG1-DB083.edb","C:\ExchangeDatabases\DAG1-DB083\DAG1-DB083.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB084","msx-mh06","C:\ExchangeDatabases\DAG1-DB084\DAG1-DB084.db\DAG1-DB084.edb","C:\ExchangeDatabases\DAG1-DB084\DAG1-DB084.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB085","msx-tp01","C:\ExchangeDatabases\DAG1-DB085\DAG1-DB085.db\DAG1-DB085.edb","C:\ExchangeDatabases\DAG1-DB085\DAG1-DB085.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB086","msx-tp02","C:\ExchangeDatabases\DAG1-DB086\DAG1-DB086.db\DAG1-DB086.edb","C:\ExchangeDatabases\DAG1-DB086\DAG1-DB086.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB087","msx-tp03","C:\ExchangeDatabases\DAG1-DB087\DAG1-DB087.db\DAG1-DB087.edb","C:\ExchangeDatabases\DAG1-DB087\DAG1-DB087.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB088","msx-tp04","C:\ExchangeDatabases\DAG1-DB088\DAG1-DB088.db\DAG1-DB088.edb","C:\ExchangeDatabases\DAG1-DB088\DAG1-DB088.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB089","msx-tp05","C:\ExchangeDatabases\DAG1-DB089\DAG1-DB089.db\DAG1-DB089.edb","C:\ExchangeDatabases\DAG1-DB089\DAG1-DB089.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB090","msx-tp06","C:\ExchangeDatabases\DAG1-DB090\DAG1-DB090.db\DAG1-DB090.edb","C:\ExchangeDatabases\DAG1-DB090\DAG1-DB090.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB091","msx-mh01","C:\ExchangeDatabases\DAG1-DB091\DAG1-DB091.db\DAG1-DB091.edb","C:\ExchangeDatabases\DAG1-DB091\DAG1-DB091.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB092","msx-mh02","C:\ExchangeDatabases\DAG1-DB092\DAG1-DB092.db\DAG1-DB092.edb","C:\ExchangeDatabases\DAG1-DB092\DAG1-DB092.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB093","msx-mh03","C:\ExchangeDatabases\DAG1-DB093\DAG1-DB093.db\DAG1-DB093.edb","C:\ExchangeDatabases\DAG1-DB093\DAG1-DB093.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB094","msx-mh04","C:\ExchangeDatabases\DAG1-DB094\DAG1-DB094.db\DAG1-DB094.edb","C:\ExchangeDatabases\DAG1-DB094\DAG1-DB094.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB095","msx-mh05","C:\ExchangeDatabases\DAG1-DB095\DAG1-DB095.db\DAG1-DB095.edb","C:\ExchangeDatabases\DAG1-DB095\DAG1-DB095.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB096","msx-mh06","C:\ExchangeDatabases\DAG1-DB096\DAG1-DB096.db\DAG1-DB096.edb","C:\ExchangeDatabases\DAG1-DB096\DAG1-DB096.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB097","msx-tp01","C:\ExchangeDatabases\DAG1-DB097\DAG1-DB097.db\DAG1-DB097.edb","C:\ExchangeDatabases\DAG1-DB097\DAG1-DB097.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB098","msx-tp02","C:\ExchangeDatabases\DAG1-DB098\DAG1-DB098.db\DAG1-DB098.edb","C:\ExchangeDatabases\DAG1-DB098\DAG1-DB098.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB099","msx-tp03","C:\ExchangeDatabases\DAG1-DB099\DAG1-DB099.db\DAG1-DB099.edb","C:\ExchangeDatabases\DAG1-DB099\DAG1-DB099.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB100","msx-tp04","C:\ExchangeDatabases\DAG1-DB100\DAG1-DB100.db\DAG1-DB100.edb","C:\ExchangeDatabases\DAG1-DB100\DAG1-DB100.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB101","msx-tp05","C:\ExchangeDatabases\DAG1-DB101\DAG1-DB101.db\DAG1-DB101.edb","C:\ExchangeDatabases\DAG1-DB101\DAG1-DB101.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB102","msx-tp06","C:\ExchangeDatabases\DAG1-DB102\DAG1-DB102.db\DAG1-DB102.edb","C:\ExchangeDatabases\DAG1-DB102\DAG1-DB102.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB103","msx-mh01","C:\ExchangeDatabases\DAG1-DB103\DAG1-DB103.db\DAG1-DB103.edb","C:\ExchangeDatabases\DAG1-DB103\DAG1-DB103.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB104","msx-mh02","C:\ExchangeDatabases\DAG1-DB104\DAG1-DB104.db\DAG1-DB104.edb","C:\ExchangeDatabases\DAG1-DB104\DAG1-DB104.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB105","msx-mh03","C:\ExchangeDatabases\DAG1-DB105\DAG1-DB105.db\DAG1-DB105.edb","C:\ExchangeDatabases\DAG1-DB105\DAG1-DB105.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB106","msx-mh04","C:\ExchangeDatabases\DAG1-DB106\DAG1-DB106.db\DAG1-DB106.edb","C:\ExchangeDatabases\DAG1-DB106\DAG1-DB106.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
