Name,Server,EDBFilePath,LogFolderPath,DeletedItemRetention,GC,OAB,RetainDeletedItemsUntilBackup,IndexEnabled,CircularLoggingEnabled,ProhibitSendReceiveQuota,ProhibitSendQuota,IssueWarningQuota,AllowFileRestore,BackgroundDatabaseMaintenance,IsExcludedFromProvisioning,IsSuspendedFromProvisioning,MailboxRetention,MountAtStartup,EventHistoryRetentionPeriod,AutoDagExcludeFromMonitoring,CalendarLoggingQuota,IsExcludedFromInitialProvisioning,DataMoveReplicationConstraint,RecoverableItemsQuota,RecoverableItemsWarningQuota
"DAG1-DB107","msx-mh05","C:\ExchangeDatabases\DAG1-DB107\DAG1-DB107.db\DAG1-DB107.edb","C:\ExchangeDatabases\DAG1-DB107\DAG1-DB107.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB108","msx-mh06","C:\ExchangeDatabases\DAG1-DB108\DAG1-DB108.db\DAG1-DB108.edb","C:\ExchangeDatabases\DAG1-DB108\DAG1-DB108.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB109","msx-tp01","C:\ExchangeDatabases\DAG1-DB109\DAG1-DB109.db\DAG1-DB109.edb","C:\ExchangeDatabases\DAG1-DB109\DAG1-DB109.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB110","msx-tp02","C:\ExchangeDatabases\DAG1-DB110\DAG1-DB110.db\DAG1-DB110.edb","C:\ExchangeDatabases\DAG1-DB110\DAG1-DB110.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB111","msx-tp03","C:\ExchangeDatabases\DAG1-DB111\DAG1-DB111.db\DAG1-DB111.edb","C:\ExchangeDatabases\DAG1-DB111\DAG1-DB111.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB112","msx-tp04","C:\ExchangeDatabases\DAG1-DB112\DAG1-DB112.db\DAG1-DB112.edb","C:\ExchangeDatabases\DAG1-DB112\DAG1-DB112.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB113","msx-tp05","C:\ExchangeDatabases\DAG1-DB113\DAG1-DB113.db\DAG1-DB113.edb","C:\ExchangeDatabases\DAG1-DB113\DAG1-DB113.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB114","msx-tp06","C:\ExchangeDatabases\DAG1-DB114\DAG1-DB114.db\DAG1-DB114.edb","C:\ExchangeDatabases\DAG1-DB114\DAG1-DB114.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB115","msx-mh01","C:\ExchangeDatabases\DAG1-DB115\DAG1-DB115.db\DAG1-DB115.edb","C:\ExchangeDatabases\DAG1-DB115\DAG1-DB115.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB116","msx-mh02","C:\ExchangeDatabases\DAG1-DB116\DAG1-DB116.db\DAG1-DB116.edb","C:\ExchangeDatabases\DAG1-DB116\DAG1-DB116.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB117","msx-mh03","C:\ExchangeDatabases\DAG1-DB117\DAG1-DB117.db\DAG1-DB117.edb","C:\ExchangeDatabases\DAG1-DB117\DAG1-DB117.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB118","msx-mh04","C:\ExchangeDatabases\DAG1-DB118\DAG1-DB118.db\DAG1-DB118.edb","C:\ExchangeDatabases\DAG1-DB118\DAG1-DB118.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB119","msx-mh05","C:\ExchangeDatabases\DAG1-DB119\DAG1-DB119.db\DAG1-DB119.edb","C:\ExchangeDatabases\DAG1-DB119\DAG1-DB119.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB120","msx-mh06","C:\ExchangeDatabases\DAG1-DB120\DAG1-DB120.db\DAG1-DB120.edb","C:\ExchangeDatabases\DAG1-DB120\DAG1-DB120.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB121","msx-tp01","C:\ExchangeDatabases\DAG1-DB121\DAG1-DB121.db\DAG1-DB121.edb","C:\ExchangeDatabases\DAG1-DB121\DAG1-DB121.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB122","msx-tp02","C:\ExchangeDatabases\DAG1-DB122\DAG1-DB122.db\DAG1-DB122.edb","C:\ExchangeDatabases\DAG1-DB122\DAG1-DB122.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB123","msx-tp03","C:\ExchangeDatabases\DAG1-DB123\DAG1-DB123.db\DAG1-DB123.edb","C:\ExchangeDatabases\DAG1-DB123\DAG1-DB123.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB124","msx-tp04","C:\ExchangeDatabases\DAG1-DB124\DAG1-DB124.db\DAG1-DB124.edb","C:\ExchangeDatabases\DAG1-DB124\DAG1-DB124.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB125","msx-tp05","C:\ExchangeDatabases\DAG1-DB125\DAG1-DB125.db\DAG1-DB125.edb","C:\ExchangeDatabases\DAG1-DB125\DAG1-DB125.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB126","msx-tp06","C:\ExchangeDatabases\DAG1-DB126\DAG1-DB126.db\DAG1-DB126.edb","C:\ExchangeDatabases\DAG1-DB126\DAG1-DB126.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB127","msx-mh01","C:\ExchangeDatabases\DAG1-DB127\DAG1-DB127.db\DAG1-DB127.edb","C:\ExchangeDatabases\DAG1-DB127\DAG1-DB127.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB128","msx-mh02","C:\ExchangeDatabases\DAG1-DB128\DAG1-DB128.db\DAG1-DB128.edb","C:\ExchangeDatabases\DAG1-DB128\DAG1-DB128.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB129","msx-mh03","C:\ExchangeDatabases\DAG1-DB129\DAG1-DB129.db\DAG1-DB129.edb","C:\ExchangeDatabases\DAG1-DB129\DAG1-DB129.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB130","msx-mh04","C:\ExchangeDatabases\DAG1-DB130\DAG1-DB130.db\DAG1-DB130.edb","C:\ExchangeDatabases\DAG1-DB130\DAG1-DB130.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB131","msx-mh05","C:\ExchangeDatabases\DAG1-DB131\DAG1-DB131.db\DAG1-DB131.edb","C:\ExchangeDatabases\DAG1-DB131\DAG1-DB131.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB132","msx-mh06","C:\ExchangeDatabases\DAG1-DB132\DAG1-DB132.db\DAG1-DB132.edb","C:\ExchangeDatabases\DAG1-DB132\DAG1-DB132.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB133","msx-tp01","C:\ExchangeDatabases\DAG1-DB133\DAG1-DB133.db\DAG1-DB133.edb","C:\ExchangeDatabases\DAG1-DB133\DAG1-DB133.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB134","msx-tp02","C:\ExchangeDatabases\DAG1-DB134\DAG1-DB134.db\DAG1-DB134.edb","C:\ExchangeDatabases\DAG1-DB134\DAG1-DB134.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB135","msx-tp03","C:\ExchangeDatabases\DAG1-DB135\DAG1-DB135.db\DAG1-DB135.edb","C:\ExchangeDatabases\DAG1-DB135\DAG1-DB135.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB136","msx-tp04","C:\ExchangeDatabases\DAG1-DB136\DAG1-DB136.db\DAG1-DB136.edb","C:\ExchangeDatabases\DAG1-DB136\DAG1-DB136.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB137","msx-tp05","C:\ExchangeDatabases\DAG1-DB137\DAG1-DB137.db\DAG1-DB137.edb","C:\ExchangeDatabases\DAG1-DB137\DAG1-DB137.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB138","msx-tp06","C:\ExchangeDatabases\DAG1-DB138\DAG1-DB138.db\DAG1-DB138.edb","C:\ExchangeDatabases\DAG1-DB138\DAG1-DB138.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB139","msx-mh01","C:\ExchangeDatabases\DAG1-DB139\DAG1-DB139.db\DAG1-DB139.edb","C:\ExchangeDatabases\DAG1-DB139\DAG1-DB139.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB140","msx-mh02","C:\ExchangeDatabases\DAG1-DB140\DAG1-DB140.db\DAG1-DB140.edb","C:\ExchangeDatabases\DAG1-DB140\DAG1-DB140.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB141","msx-mh03","C:\ExchangeDatabases\DAG1-DB141\DAG1-DB141.db\DAG1-DB141.edb","C:\ExchangeDatabases\DAG1-DB141\DAG1-DB141.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB142","msx-mh04","C:\ExchangeDatabases\DAG1-DB142\DAG1-DB142.db\DAG1-DB142.edb","C:\ExchangeDatabases\DAG1-DB142\DAG1-DB142.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB143","msx-mh05","C:\ExchangeDatabases\DAG1-DB143\DAG1-DB143.db\DAG1-DB143.edb","C:\ExchangeDatabases\DAG1-DB143\DAG1-DB143.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB144","msx-mh06","C:\ExchangeDatabases\DAG1-DB144\DAG1-DB144.db\DAG1-DB144.edb","C:\ExchangeDatabases\DAG1-DB144\DAG1-DB144.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB145","msx-tp01","C:\ExchangeDatabases\DAG1-DB145\DAG1-DB145.db\DAG1-DB145.edb","C:\ExchangeDatabases\DAG1-DB145\DAG1-DB145.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB146","msx-tp02","C:\ExchangeDatabases\DAG1-DB146\DAG1-DB146.db\DAG1-DB146.edb","C:\ExchangeDatabases\DAG1-DB146\DAG1-DB146.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB147","msx-tp03","C:\ExchangeDatabases\DAG1-DB147\DAG1-DB147.db\DAG1-DB147.edb","C:\ExchangeDatabases\DAG1-DB147\DAG1-DB147.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB148","msx-tp04","C:\ExchangeDatabases\DAG1-DB148\DAG1-DB148.db\DAG1-DB148.edb","C:\ExchangeDatabases\DAG1-DB148\DAG1-DB148.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB149","msx-tp05","C:\ExchangeDatabases\DAG1-DB149\DAG1-DB149.db\DAG1-DB149.edb","C:\ExchangeDatabases\DAG1-DB149\DAG1-DB149.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB150","msx-tp06","C:\ExchangeDatabases\DAG1-DB150\DAG1-DB150.db\DAG1-DB150.edb","C:\ExchangeDatabases\DAG1-DB150\DAG1-DB150.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB151","msx-mh01","C:\ExchangeDatabases\DAG1-DB151\DAG1-DB151.db\DAG1-DB151.edb","C:\ExchangeDatabases\DAG1-DB151\DAG1-DB151.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB152","msx-mh02","C:\ExchangeDatabases\DAG1-DB152\DAG1-DB152.db\DAG1-DB152.edb","C:\ExchangeDatabases\DAG1-DB152\DAG1-DB152.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB153","msx-mh03","C:\ExchangeDatabases\DAG1-DB153\DAG1-DB153.db\DAG1-DB153.edb","C:\ExchangeDatabases\DAG1-DB153\DAG1-DB153.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB154","msx-mh04","C:\ExchangeDatabases\DAG1-DB154\DAG1-DB154.db\DAG1-DB154.edb","C:\ExchangeDatabases\DAG1-DB154\DAG1-DB154.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB155","msx-mh05","C:\ExchangeDatabases\DAG1-DB155\DAG1-DB155.db\DAG1-DB155.edb","C:\ExchangeDatabases\DAG1-DB155\DAG1-DB155.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB156","msx-mh06","C:\ExchangeDatabases\DAG1-DB156\DAG1-DB156.db\DAG1-DB156.edb","C:\ExchangeDatabases\DAG1-DB156\DAG1-DB156.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB157","msx-tp01","C:\ExchangeDatabases\DAG1-DB157\DAG1-DB157.db\DAG1-DB157.edb","C:\ExchangeDatabases\DAG1-DB157\DAG1-DB157.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB158","msx-tp02","C:\ExchangeDatabases\DAG1-DB158\DAG1-DB158.db\DAG1-DB158.edb","C:\ExchangeDatabases\DAG1-DB158\DAG1-DB158.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB159","msx-tp03","C:\ExchangeDatabases\DAG1-DB159\DAG1-DB159.db\DAG1-DB159.edb","C:\ExchangeDatabases\DAG1-DB159\DAG1-DB159.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB160","msx-tp04","C:\ExchangeDatabases\DAG1-DB160\DAG1-DB160.db\DAG1-DB160.edb","C:\ExchangeDatabases\DAG1-DB160\DAG1-DB160.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB161","msx-tp05","C:\ExchangeDatabases\DAG1-DB161\DAG1-DB161.db\DAG1-DB161.edb","C:\ExchangeDatabases\DAG1-DB161\DAG1-DB161.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
